Artist,Title,Week(s) in Charts,Peak,Week
ByeAlex,Kedvesem,1,40,2013-06-02
Butrint Imeri & Nimo,Dream Girl,2,48,2019-08-18
Bushido feat. Samra & Capital Bra,Für euch alle,8,2,2018-09-02
Bushido feat. Samra,Hades,2,8,2018-07-01
Bushido feat. J-Luv,Vergiss mich,2,34,2011-05-15
Bushido feat. Fler,CCNDNA,1,31,2017-06-18
Bushido feat. Capital Bra,Inshallah,5,2,2018-11-04
Bushido - Animus,Ronin,3,4,2019-10-13
Bushido - Animus,Renegade,1,38,2019-12-01
Bushido - Animus,Lichter der Stadt,2,13,2019-11-10
Bushido & Shindy,Cla$$ic,1,75,2015-11-15
Bushido,Zeiten ändern dich,1,63,2010-03-07
Bushido,Wärst Du immer noch hier?,1,68,2011-06-19
Bushido,Stiche,1,35,2018-10-07
Bushido,Sodom und Gomorrha,2,42,2017-06-04
Bushido,Papa,3,25,2017-06-25
Bushido,Oma Lise,1,33,2017-06-18
Bushido,Nie ein Rapper II,1,68,2014-02-23
Bushido,Mythos,1,22,2018-07-29
Bushido,Mephisto,2,8,2018-09-30
Bushido,Lass mich allein,1,34,2012-10-28
Bushido,Kleine Bushidos,1,52,2012-10-21
Bushido,Jeder meiner Freunde,1,73,2014-02-23
Bushido,Fotzen,1,57,2014-02-23
Bushido,Das Leben,1,38,2018-10-07
Bushido,Black Friday,1,26,2017-06-18
Bushido,Alles wird gut,5,20,2010-03-21
Burl Ives,A Holly Jolly Christmas,2,65,2019-12-29
Burak Yeter feat. Danelle Sandoval,Tuesday,37,4,2017-10-29
Bryson Tiller feat. Drake,Outta Time,1,77,2020-10-11
Bryce feat. J-Malik,We're In Heaven,2,36,2013-12-29
Bryan Adams,Christmas Time,5,18,2020-12-27
Bruno Mars feat. Cardi B,Finesse (Remix),12,29,2018-04-01
Bruno Mars,When I Was Your Man,28,12,2014-03-30
Bruno Mars,Treasure,24,13,2013-12-01
Bruno Mars,The Lazy Song,28,9,2011-12-04
Bruno Mars,That's What I Like,16,39,2017-06-18
Bruno Mars,Talking To The Moon,2,93,2021-05-02
Bruno Mars,Marry You,23,16,2012-03-18
Bruno Mars,Locked Out Of Heaven,30,8,2013-06-09
Bruno Mars,Just The Way You Are,40,3,2011-10-02
Bruno Mars,It Will Rain,16,22,2012-02-19
Bruno Mars,Grenade,52,1,2012-02-12
Bruno Mars,Count On Me,6,55,2012-08-12
Bruno Mars,24K Magic,26,9,2017-05-21
Bruce Springsteen,Santa Claus Is Comin' To Town,3,56,2019-12-29
Bruce Springsteen,One Minute You're Here,1,79,2020-11-01
Bruce Springsteen,High Hopes [2013],2,64,2014-01-19
Brooke Fraser,Something In The Water,24,10,2011-11-13
Britney Spears feat. will.i.am,It Should Be Easy,1,71,2013-12-15
Britney Spears feat. G-Eazy,Make Me...,2,58,2016-09-04
Britney Spears,Work B**ch!,11,25,2013-12-15
Britney Spears,Till The World Ends,25,7,2011-09-18
Britney Spears,Perfume,1,74,2013-11-17
Britney Spears,My Only Wish (This Year),3,48,2019-12-29
Britney Spears,I Wanna Go,18,27,2011-11-06
Britney Spears,Hold It Against Me,13,7,2011-04-24
Britney Spears,Criminal,11,33,2011-12-25
Britney Spears,3,15,8,2010-03-07
Brisby & Jingles feat. DJ D.M.H,Donnersong (Thunder Buddies),3,22,2012-09-30
Brett Eldredge feat. Meghan Trainor,Baby| It's Cold Outside,1,59,2018-12-30
Brenda Lee,Rockin' Around The Christmas Tree,15,7,2021-01-03
Brandon Heath,Sunrise,1,70,2011-07-31
Brandon Flowers,Crossfire,9,35,2010-10-24
Brandi Carlile,The Story,22,16,2014-08-10
Bramsito feat. Niska,Criminel,1,86,2020-05-31
Brado & Mero,Kafa Leyla,2,19,2019-11-24
Bradley Cooper,Maybe It's Time,2,82,2018-10-28
Bozza x Sido,Woher,1,42,2020-11-29
Bozza x Samra,Unbekannt,2,18,2020-07-19
Bozza x Samra,Al Qu Damm,1,55,2020-09-13
Bozza,Elbe,1,57,2020-10-04
Boza,Hecha pa' mí,15,56,2021-04-25
Bosh,Djomb,11,11,2020-08-23
Boomdabash feat. Alessandra Amoroso,Mambo salentino,4,84,2019-08-18
BoomDaBash & Alessandra Amoroso,Karaoke,11,44,2020-09-13
Booba feat. Zed,Jauné,6,26,2020-06-21
Booba feat. Maes,VVV,2,26,2021-03-21
Booba feat. JSX,Mona Lisa,8,7,2021-05-02
Booba feat. Damso,113,1,38,2017-12-10
Booba,Ultra,2,27,2021-03-21
Booba,Trône,1,34,2017-12-10
Booba,Ratpi World,3,34,2021-02-14
Booba,Petite fille,2,32,2017-12-17
Booba,PGP,2,22,2019-02-10
Booba,OKLM,1,72,2014-06-01
Booba,Nougat,1,61,2017-07-16
Booba,Gotham,1,48,2018-04-08
Booba,Friday,2,74,2017-12-24
Booba,Drapeau noir,1,91,2017-12-17
Booba,Dolce vita,3,51,2020-08-02
Booba,DKR,4,42,2016-10-30
Booba,BB,2,42,2018-10-21
Booba,Arc-en-ciel,1,37,2019-05-26
Booba,5G,1,28,2020-11-15
Bonez MC feat. Maxwell,Ihr Hobby,2,8,2020-09-27
Bonez MC feat. LX,Niemals unter Tausend,5,11,2020-11-15
Bonez MC / RAF Camora / GZUZ / Maxwell,Kontrollieren,4,46,2017-05-21
Bonez MC & RAF Camora feat. Maxwell,Ohne mein Team,26,58,2017-04-16
Bonez MC & RAF Camora feat. Gzuz,Kokain,9,3,2018-11-25
Bonez MC & RAF Camora,Skandale,1,48,2016-12-25
Bonez MC & RAF Camora,Risiko,6,2,2018-10-07
Bonez MC & RAF Camora,Prominent,1,9,2018-10-14
Bonez MC & RAF Camora,Palmen aus Plastik,3,66,2016-10-16
Bonez MC & RAF Camora,Palmen aus Gold,4,35,2016-12-25
Bonez MC & RAF Camora,Nummer unterdrückt,6,7,2018-11-18
Bonez MC & RAF Camora,An ihnen vorbei,4,34,2017-01-15
Bonez MC & RAF Camora,500 PS,37,4,2019-07-21
Bonez MC,Tilidin weg,6,5,2020-09-13
Bonez MC,Shotz Fired,4,6,2020-05-10
Bonez MC,Roadrunner,7,2,2020-07-12
Bonez MC,Raubüberfall,1,47,2020-11-08
Bonez MC,Papa ist in Hollywood,3,11,2020-10-04
Bonez MC,Jetski,3,16,2020-11-22
Bonez MC,Glaub mir,1,74,2017-08-20
Bonez MC,Fuckst mich nur ab,8,4,2020-11-01
Bonez MC,Big Body Benz,7,2,2020-08-09
Bonez MC,Angeklagt,11,2,2021-01-17
Bon Jovi,We Weren't Born To Follow,12,14,2010-01-10
Bon Jovi,Because We Can,9,34,2013-04-14
Bolémvn & Maes,10K,3,67,2020-06-21
Bodybangers,Pump Up The Jam,1,73,2014-01-12
Bobby Helms,Jingle Bell Rock,16,9,2021-01-03
Bob Taylor feat. Inna,Déjà vu,6,27,2010-11-14
Bob Sinclar feat. Pitbull| Dragonfly & Fatman Scoop,Rock The Boat,10,20,2012-04-22
Bob Sinclar & Sahara feat. Shaggy,I Wanna,1,46,2010-07-18
Bob Sinclar & Raffaella Carrà,Far l'amore,18,16,2011-09-04
Bob Marley feat. Robin Schulz,Sun Is Shining,1,91,2020-07-26
Bob Marley & The Wailers,Is This Love,10,57,2016-09-11
Blueface,Thotiana,5,55,2019-03-24
Blue,Without You,1,43,2013-06-02
Blue,I Can,4,8,2011-06-19
Blue,Hurt Lovers,3,22,2013-02-03
Blonde feat. Melissa Steel,I Loved You,1,56,2015-02-08
BlocBoy JB feat. Drake,Look Alive,15,34,2018-05-27
Bligg feat. Zid,In Tüüfels Chuchi,1,73,2018-04-01
Bligg feat. Marc Sway,Us Mänsch,26,16,2018-11-25
Bligg feat. Marc Sway,Sorry Mama,1,54,2020-05-03
Bligg feat. Jessy Howe,I'd Kill For You,3,59,2011-12-11
Bligg,Signal,13,23,2010-01-31
Bligg,Rosalie,67,5,2010-02-14
Bligg,Musigg i dä Schwiiz,58,9,2010-01-31
Bligg,MundART,19,3,2014-03-16
Bligg,Manhattan,32,9,2012-02-05
Bligg,Mamacita,12,19,2014-08-17
Bligg,Legändä &amp; Heldä,23,1,2013-09-15
Bligg,Lah sie redä,7,4,2016-01-10
Bligg,Ja aber...,6,14,2018-04-22
Bligg,Im freiä Fall,1,97,2018-04-08
Bligg,Hilf mir,14,34,2014-03-30
Bligg,Chef,23,15,2011-08-07
Bligg,B.L.I. Doppel G,12,27,2020-06-14
Blay,Denkmal,1,90,2021-01-24
Blanco Brown,The Git Up,3,78,2019-10-06
Blanche [BE],City Lights,1,24,2017-05-21
Blackpink x Selena Gomez,Ice Cream,1,45,2020-09-06
Blackpink,Kill This Love,3,45,2019-04-28
Blackpink,How You Like That,1,50,2020-07-05
Blackbear,Hot Girl Bummer,20,25,2020-02-23
Black M,Sur ma route,17,40,2014-10-12
Black Lion Genocide,Destroying Vertigo,2,33,2013-03-31
Black Eyed Peas x Shakira,Girl Like Me,17,28,2021-05-02
Black Eyed Peas x J Balvin,Ritmo (Bad Boys For Life),28,6,2020-04-26
Black Eyed Peas / Ozuna + J. Rey Soul,Mamacita,28,7,2020-10-25
Black Eyed Peas + Maluma,Feel The Beat,1,74,2020-06-28
Bishop Briggs,Never Tear Us Apart,1,98,2018-02-18
Birdy + Rhodes,Let It All Go,24,14,2016-04-03
Birdy,Wings,24,3,2014-03-09
Birdy,Skinny Love,47,19,2013-09-29
Birdy,People Help The People,40,2,2013-10-20
Birdy,Keeping Your Head Up,4,47,2016-04-10
Bingo Players feat. Far East Movement,Get Up (Rattle),12,24,2013-05-05
Bing Crosby,White Christmas,7,40,2021-01-03
Billie Eilish / Rosalía,Lo vas a olvidar,3,10,2021-02-14
Billie Eilish & Khalid,Lovely,35,46,2020-11-29
Billie Eilish,Wish You Were Gay,2,46,2019-03-24
Billie Eilish,When The Party's Over,49,23,2020-02-02
Billie Eilish,Therefore I Am,16,2,2021-03-07
Billie Eilish,No Time To Die,9,2,2020-04-19
Billie Eilish,My Future,3,16,2020-08-23
Billie Eilish,Everything I Wanted,31,2,2020-06-21
Billie Eilish,Come Out And Play,2,61,2018-12-09
Billie Eilish,Bury A Friend,19,10,2019-06-16
Billie Eilish,Bad Guy,85,2,2021-03-07
Bill Withers,Lean On Me,1,84,2020-04-12
Bill Withers,Ain't No Sunshine,1,24,2020-04-12
Bigflo & Oli x Petit Biscuit,Demain,1,91,2018-07-08
Bigflo & Oli,Dommage,2,88,2017-12-03
Big Toe / Bonez MC,Turtlez,1,75,2021-04-18
Big Shaq,Man's Not Hot,18,41,2018-03-04
Big Sean feat. Eminem,No Favors,1,55,2017-02-12
Big Sean,Bounce Back,2,78,2017-02-19
Bibi H.,How It Is (Wap Bap...),1,52,2017-05-14
Beyoncé feat. Jay Z,Drunk In Love,10,40,2014-04-06
Beyoncé,Sweet Dreams,29,16,2010-03-21
Beyoncé,Single Ladies (Put A Ring On It),22,40,2010-02-14
Beyoncé,Run The World (Girls),13,22,2011-08-14
Beyoncé,Pretty Hurts,1,68,2014-01-05
Beyoncé,I Was Here,1,74,2011-07-10
Beyoncé,Halo,48,4,2014-02-23
Beyoncé,Daddy Lessons,1,73,2016-05-08
Beyoncé,Broken-Hearted Girl,3,62,2010-11-07
Beyoncé,Best Thing I Never Had,18,35,2011-11-06
Beyoncé,7/11,1,74,2014-11-30
Beth Ditto,I Wrote The Book,2,59,2011-03-27
Beth Ditto,EP,2,45,2011-03-27
Benny Fiedler,Eiserner Steg,1,70,2012-01-22
Benny Blanco| Tainy| Selena Gomez & J Balvin,I Can't Get Enough,8,28,2019-04-28
Benny Blanco| Halsey & Khalid,Eastside,40,22,2019-04-28
Benji & Fede,Dove e quando,30,8,2020-02-16
Benee feat. Gus Dapperton,Supalonely,23,25,2020-08-16
Ben Zucker,Was für eine geile Zeit,1,74,2017-10-29
Ben Zucker,Na und?!,1,90,2017-08-13
Ben L'Oncle Soul,Soulman,5,63,2011-02-27
Ben L'Oncle Soul,Seven Nation Army,12,54,2010-08-01
Ben E. King,Stand By Me,10,3,2015-05-10
Bellamy Brothers & Gölä,Let Your Love Flow,1,45,2010-09-12
Bellamy Brothers,Swan,5,26,2010-10-10
Bellamy Brothers,I Need More Of You,1,57,2010-09-12
Beginner feat. Gzuz & Gentleman,Ahnma,1,65,2016-06-12
Becky G x Ozuna,No Drama,1,88,2020-11-08
Becky G + Natti Natasha,Sin pijama,17,33,2018-10-14
Bebe Rexha feat. Florida Georgia Line,Meant To Be,30,34,2018-06-17
Bebe Rexha,Last Hurrah,8,77,2019-04-28
Bebe Rexha,I'm A Mess,2,93,2018-09-30
Bebe Rexha,I Got You,13,60,2017-04-02
Beatrice Egli,Verrückt nach Dir,2,53,2013-12-22
Beatrice Egli,Mein Herz,20,1,2014-05-04
Beatrice Egli,Irgendwann,1,44,2014-05-04
Beatrice Egli,Herz an,1,89,2017-10-29
Beatrice Egli,Auf die Plätze| fertig| ins Glück!,2,61,2014-11-02
Bazzi,Mine,16,27,2018-06-03
Bazzi,Beautiful,5,92,2018-09-16
Baze,Egusee (Louenesee),1,74,2013-07-28
Bausa x Juju,2012,4,23,2020-09-20
Bausa x Joshi Mizu x Maxwell,Skifahren,5,28,2020-01-12
Bausa feat. Sido,Weisst wie es ist,1,71,2021-03-07
Bausa feat. Bozza,Selfmade Babylon,1,82,2020-07-05
Bausa feat. Apache 207,Madonna,10,8,2021-05-02
Bausa / RIN / Ufo361,Centre Court,1,32,2020-12-27
Bausa & Zuna,Biturbo,1,83,2019-10-13
Bausa,Was du Liebe nennst,35,4,2018-06-10
Bausa,Mary,1,58,2019-04-07
Basto,Again And Again,15,22,2012-05-20
Bastille,World Gone Mad,1,78,2017-11-19
Bastille,Things We Lost In The Fire,8,53,2013-12-08
Bastille,Pompeii,28,5,2013-12-15
Bastille,Of The Night,17,19,2014-04-27
Bastian Baker,Tomorrow May Not Be Better,3,65,2011-11-13
Bastian Baker,Tattoo On My Brain,5,23,2015-11-29
Bastian Baker,Stay,5,42,2018-12-02
Bastian Baker,Lucky,12,27,2012-03-25
Bastian Baker,Leaving Tomorrow,9,33,2015-02-08
Bastian Baker,I'd Sing For You,37,9,2013-10-27
Bastian Baker,Hallelujah,13,24,2013-02-17
Bastian Baker,Follow The Wind,2,20,2014-05-04
Bastian Baker,Five Fingers,1,48,2017-03-26
Bastian Baker,Everything We Do,1,21,2015-06-07
Bastian Baker,Dirty Thirty,1,73,2014-05-04
Bastian Baker,Dancing Without You,2,42,2021-02-07
Bastian Baker,All Around Us,1,51,2018-04-29
Bastian Baker,79 Clinton Street,12,14,2013-11-24
Basim,Cliché Love Song,1,55,2014-05-18
Baschi / Büne Huber| Stefan vo Hecht| Dabu Fantastic| Phil Merk| Jack Stoiker| Gigi Moto| Fabienne Louves| Viola Tami,LSG,6,55,2018-10-21
Baschi,Wenn dWält 1986,1,30,2018-05-27
Baschi,Unsterblich,9,11,2010-04-04
Baschi,Oh wie schad,11,23,2015-11-22
Baschi,Kennsch mi no oder liäbsch mi scho..?!,16,35,2011-08-28
Baschi,Gib nit uf,8,35,2013-06-23
Baschi,Es rägnet Gold,2,72,2012-02-05
Baschi,E Vogel ohni Flügel,1,86,2016-10-16
Baschi,Din Wäg,3,37,2011-01-09
Baschi,Chinder im Chrieg,4,24,2011-01-09
Baschi,Bring en hei,100,1,2010-07-11
Baschi,Auf grosser Fahrt,11,24,2010-10-10
Band Aid 30,Do They Know It's Christmas? (Deutsche Version / 2014),2,21,2014-12-07
Band Aid 30,Do They Know It's Christmas? (2014),6,5,2018-12-30
Band Aid,Do They Know It's Christmas?,28,1,2021-01-03
Bakermat,Teach Me,1,66,2015-02-15
Bakermat,One Day (Vandaag),40,22,2014-09-21
Bakermat,Baby,1,99,2017-02-05
Badmómzjay,Snowbunny,1,81,2020-06-28
Badmómzjay,Signal,1,79,2020-08-09
Badmómzjay,Move,1,84,2020-04-19
Badmómzjay,Badmómz.,1,80,2021-04-18
Bad Wolves,Zombie,5,48,2018-06-03
Bad Meets Evil feat. Bruno Mars,Lighters,25,10,2012-02-19
Bad Bunny x Sech,Ignorantes,5,48,2020-03-22
Bad Bunny x Jhay Cortez,Dákiti,26,12,2021-05-02
Bad Bunny feat. Drake,Mia,28,3,2019-04-28
Bad Bunny & Tainy,Callaita,11,57,2019-09-01
Bad Bunny & Rosalía,La noche de anoche,11,41,2021-03-28
Bad Bunny,Vete,2,63,2019-12-08
Bad Bunny,La difícil,3,69,2020-03-22
Backstreet Boys,No Place,1,93,2019-01-13
Backstreet Boys,Don't Go Breaking My Heart,1,98,2018-05-27
Backstreet Boys,Chances,1,82,2018-11-18
Baby K feat. Giusy Ferreri,Roma - Bangkok,14,23,2015-11-01
Baby K feat. Andrés Dvicio,Voglio ballare con te,11,20,2017-09-24
Baby K / Chiara Ferragni,Non mi basta più,3,88,2020-08-09
Baby K,Da zero a cento,9,38,2018-09-02
Baby Jail,Tubel Trophy,18,6,2015-10-11
Baauer,Harlem Shake,10,5,2013-05-05
BTS feat. Sia,On,2,27,2020-03-08
BTS feat. Nicki Minaj,Idol,1,45,2018-09-02
BTS feat. Halsey,Boy With Luv,3,27,2019-05-05
BTS feat. Desiigner,Mic Drop (Steve Aoki Remix),1,76,2017-12-03
BTS & Charli XCX,Dream Glow,1,89,2019-06-16
BTS,Life Goes On,1,23,2020-11-29
BTS,Fake Love,1,41,2018-05-27
BTS,Dynamite,27,4,2021-03-21
BTS,Black Swan,1,45,2020-01-26
BOY,We Were Here,1,74,2015-08-30
BOY,Little Numbers,1,56,2011-09-18
BHZ,Flasche Luft,1,100,2020-04-12
BBQrew,Chill'n'Grill,5,24,2015-07-19
B.o.B feat. Lil Wayne,Strange Clouds,2,47,2011-11-20
B.o.B feat. Hayley Williams of Paramore,Airplanes,33,5,2011-03-06
B.o.B feat. Bruno Mars,Nothin' On You,18,28,2010-09-12
B.o.B,So Good,5,48,2012-07-08
Azzi Memo x Eno,AMG2,1,51,2017-11-26
Azzi Memo feat. Nimo,BlaBla,2,43,2018-09-23
Azet x LaRose,Aventador,1,36,2021-05-02
Azet x Dhurata Dora,Lass los,4,4,2020-03-29
Azet x Capital Bra,B.L.F.L.,3,5,2020-11-22
Azet feat. Zuna & Noizy,Kriminell,5,13,2018-04-22
Azet feat. RAF Camora,Qa bone,14,30,2018-04-15
Azet & Zuna,Wenn die Sonne untergeht,5,9,2019-02-24
Azet & Zuna,Skam koh,5,4,2018-12-30
Azet & Zuna,Pare,2,14,2019-03-24
Azet & Zuna,Pam pam,1,23,2019-03-17
Azet & Zuna,Lelele,9,5,2019-02-24
Azet & Zuna,Kamehameha,3,10,2019-03-31
Azet & Zuna,Hallo hallo,4,7,2019-03-10
Azet & Zuna,Fragen,4,10,2019-03-31
Azet & Tokyo,Lolo,1,90,2019-11-17
Azet & Albi,Zwei,3,15,2020-08-16
Azet & Albi,Zehnte Etage,2,40,2020-09-27
Azet & Albi,Xhep,2,25,2020-08-23
Azet & Albi,Sin City,2,19,2020-07-26
Azet & Albi,Inshallah,1,80,2020-09-27
Azet & Albi,Fast Life 2,3,13,2020-10-11
Azet & Albi,D&amp;G,1,58,2020-09-06
Azet,Überlebt,8,15,2018-05-27
Azet,Zigarren Havanna,1,68,2017-10-22
Azet,Seele,5,12,2019-12-08
Azet,Patte fließt,1,85,2017-01-01
Azet,Nike Pullover,6,30,2018-09-16
Azet,Nicht da,1,77,2021-04-11
Azet,Money Money,3,15,2019-08-18
Azet,Mama,1,55,2018-04-08
Azet,Ketten Cartier,2,28,2018-02-25
Azet,Haze im Paper,1,64,2019-11-17
Azet,Gjynah,2,8,2017-12-24
Azet,Fluch,2,28,2021-03-28
Azet,9 Milly,2,17,2018-01-28
Ayliva,Deine Schuld,1,54,2021-03-28
Ayke Witt,Bis gleich,1,69,2015-12-27
Aya Nakamura feat. Stormzy,Plus jamais,5,24,2021-01-17
Aya Nakamura,Tchop,1,62,2020-11-22
Aya Nakamura,Pookie,28,55,2020-01-12
Aya Nakamura,La dot,1,71,2018-11-11
Aya Nakamura,Jolie nana,23,4,2021-01-17
Aya Nakamura,Doudou,2,61,2020-10-25
Aya Nakamura,Djadja,57,29,2020-10-18
Aya Nakamura,Copines,10,60,2019-01-20
Axwell Λ Ingrosso,Sun Is Shining,8,41,2015-10-11
Axwell Λ Ingrosso,More Than You Know,51,2,2018-06-17
Axwell Λ Ingrosso,Dreamer,19,44,2018-05-20
Awolnation,Sail,55,35,2015-08-30
Avril Lavigne feat. Chad Kroeger,Let Me Go,1,63,2013-11-17
Avril Lavigne,What The Hell,11,18,2011-05-08
Avril Lavigne,Head Above Water,19,36,2019-03-03
Avril Lavigne,Alice,1,73,2010-04-18
Avicii vs Nicky Romero,I Could Be The One,20,26,2013-08-25
Avicii feat. Sandro Cavazza,Without You,30,10,2018-06-17
Avicii feat. Rita Ora,Lonely Together,34,22,2018-05-13
Avicii feat. Imagine Dragons,Heart Upon My Sleeve,1,44,2019-06-16
Avicii feat. Aloe Blacc,SOS,25,3,2019-09-29
Avicii feat. Agnes| Vargas & Lagola,Tough Love,2,31,2019-06-23
Avicii & Sebastien Drums,My Feelings For You,5,40,2011-01-09
Avicii,You Make Me,2,29,2013-10-20
Avicii,Wake Me Up!,68,1,2018-06-03
Avicii,Waiting For Love,35,7,2018-05-06
Avicii,The Nights,31,17,2018-05-06
Avicii,The Days,19,8,2015-02-15
Avicii,Levels,46,5,2018-05-13
Avicii,Lay Me Down,12,41,2014-09-14
Avicii,Hey Brother,46,1,2018-05-06
Avicii,Heaven,11,11,2019-09-08
Avicii,For A Better Day,13,16,2018-04-29
Avicii,Broken Arrows,1,57,2015-10-11
Avicii,Addicted To You,34,4,2018-04-29
Ava Max,Who's Laughing Now?,24,34,2021-01-17
Ava Max,Torn,18,28,2020-02-09
Ava Max,Sweet But Psycho,72,1,2020-05-10
Ava Max,So Am I,26,18,2019-09-08
Ava Max,Salt,38,8,2021-01-10
Ava Max,OMG What's Happening,1,65,2020-09-13
Ava Max,My Head &amp; My Heart,16,19,2021-05-02
Ava Max,Kings &amp; Queens,59,5,2021-05-02
Ava Max,Christmas Without You,4,66,2021-01-03
Austin Mahone feat. Pitbull,Mmm Yeah,1,62,2014-02-02
Aurora [NO],Runaway,3,21,2021-05-02
Aura Dione feat. Rock Mafia,Friends,17,10,2012-06-17
Aura Dione,Song For Sophie - I Hope She Flies,3,68,2010-06-06
Aura Dione,I Will Love You Monday (365),25,2,2010-06-06
Aura Dione,Geronimo,23,7,2012-04-15
Ashe,Moral Of The Story,6,30,2020-04-05
Asha [CH],Strong,1,37,2015-02-01
Asaf Avidan,One Day / Reckoning Song (Wankelmut Rmx),48,1,2013-08-11
Artists For Grenfell,Bridge Over Troubled Water,2,28,2017-07-02
AronChupa,I'm An Albatraoz,28,6,2015-06-07
Armin van Buuren feat. Trevor Guthrie,This Is What It Feels Like,20,15,2013-11-24
Armin van Buuren,Blah Blah Blah,19,44,2019-01-06
Arizona Zervas,Roxanne,31,14,2020-06-07
Arisa,Malamorenò,1,61,2010-03-07
Arisa,Controvento,1,48,2014-03-02
Ariana Grande| Normani & Nicki Minaj,Bad To You,1,86,2019-11-10
Ariana Grande| Miley Cyrus & Lana Del Rey,Don't Call Me Angel,6,4,2019-10-27
Ariana Grande feat. Zedd,Break Free,28,15,2015-03-22
Ariana Grande feat. Nicki Minaj,Side To Side,25,21,2017-02-26
Ariana Grande feat. Liz Gillies,Santa Baby,2,77,2019-12-29
Ariana Grande feat. Iggy Azalea,Problem,31,8,2015-01-11
Ariana Grande feat. Doja Cat,Motive,1,63,2020-11-08
Ariana Grande & Victoria Monét,Monopoly,1,85,2019-04-14
Ariana Grande & The Weeknd,Love Me Harder,21,40,2015-04-19
Ariana Grande & Social House,Boyfriend,7,13,2019-09-22
Ariana Grande & Justin Bieber,Stuck With U,12,7,2020-08-02
Ariana Grande,Thank U| Next,20,7,2019-03-24
Ariana Grande,Test Drive,1,92,2021-02-28
Ariana Grande,Santa Tell Me,17,5,2021-01-03
Ariana Grande,Positions,19,5,2021-03-07
Ariana Grande,POV,1,81,2020-11-22
Ariana Grande,One Last Time,22,25,2017-06-11
Ariana Grande,No Tears Left To Cry,24,2,2018-10-07
Ariana Grande,Into You,22,34,2016-10-30
Ariana Grande,Imagine,1,35,2018-12-23
Ariana Grande,God Is A Woman,11,9,2018-09-30
Ariana Grande,Focus,13,16,2016-01-31
Ariana Grande,Dangerous Woman,14,23,2016-06-19
Ariana Grande,Breathin,8,14,2018-11-18
Ariana Grande,Break Up With Your Girlfriend| I'm Bored,11,5,2019-04-28
Ariana Grande,7 Rings,32,1,2020-01-12
Ariana Grande,34+35,14,33,2021-02-28
Argyle Singh,By Your Side,4,58,2020-12-27
Aretha Franklin,Think,1,77,2018-08-26
Aretha Franklin,Rolling In The Deep (The Aretha Version),1,74,2014-10-12
Aretha Franklin,Respect,1,36,2018-08-26
Aretha Franklin,I Say A Little Prayer,1,50,2018-08-26
Aretha Franklin,(You Make Me Feel Like) A Natural Woman,1,69,2018-08-26
Ardian Bujupi x Xhensila Myrtezaj,Panorama,2,35,2020-07-26
Ardian Bujupi x Fero47,Wie im Traum,3,37,2019-05-19
Ardian Bujupi x Elvana Gjata,Meine Liebe,1,73,2019-08-11
Ardian Bujupi feat. Xhensila,Cika cika,2,40,2018-06-17
Ardian Bujupi,This Is My Time,1,44,2011-11-27
Ardian Bujupi,Modela,4,35,2020-06-21
Ardian Bujupi,Juliet,1,85,2020-10-18
Arctic Monkeys,Do I Wanna Know?,2,66,2013-09-22
Arcade Fire,Everything Now,1,99,2017-08-06
Arash feat. Sean Paul,She Makes Me Go,19,13,2013-07-07
Aram MP3,Not Alone,1,53,2014-05-18
Apecrime,Was ich nicht hab,1,29,2015-02-22
Apecrime,Swing dein Ding,1,41,2014-01-19
Apecrime,Ich trau mich nicht,1,46,2013-09-15
Apache 207,Wieso tust Du dir das an?,13,4,2020-01-26
Apache 207,Unterwegs,5,6,2020-08-30
Apache 207,Sie ruft,5,7,2020-09-06
Apache 207,Roller,71,4,2021-05-02
Apache 207,Matrix,4,14,2020-03-22
Apache 207,Fame,13,1,2020-09-20
Apache 207,Boot,7,4,2020-07-26
Apache 207,Bläulich,22,3,2021-01-17
Apache 207,Angst,8,2,2021-02-28
Apache 207,200 km/h,22,11,2020-03-08
Anuel AA feat. Enrique Iglesias,Fútbol &amp; rumba,1,96,2020-06-07
Anuel AA / Daddy Yankee / Karol G / Ozuna / J Balvin,China,23,10,2020-01-19
Anuel AA & Karol G,Secreto,11,65,2019-04-07
Anthony Hamilton & Elayna Boynton,Freedom,15,32,2013-06-09
Anonym & Samra,Paris,1,100,2020-03-29
Annie Lennox,I Put A Spell On You,3,44,2015-03-08
AnnenMayKantereit,Ausgehen,1,68,2020-02-16
Anne-Marie,Ciao adios,13,64,2017-06-18
Anne-Marie,Alarm,11,62,2016-12-11
Anne-Marie,2002,29,18,2018-11-18
Annalisa,Il mondo prima di te,1,71,2018-02-18
Anna [IT],Bando,2,70,2020-05-31
Anna Tatangelo,Bastardo,1,69,2011-03-06
Anna Rossinelli,Shine In The Light,8,4,2014-04-06
Anna Rossinelli,Let It Go,7,26,2014-02-16
Anna Rossinelli,In Love For A While,4,3,2011-06-12
Anna Rossinelli,Hold Your Head Up,1,88,2019-01-27
Anna Naklab feat. Alle Farben & Younotus,Supergirl,29,5,2016-01-10
Anna Bergendahl,This Is My Life,1,62,2010-06-13
Anitta feat. Cardi B & Myke Towers,Me gusta,3,56,2020-10-11
Anitta and J Balvin,Downtown,9,73,2018-02-11
Animus / Bushido / Saad,E.G.J.,1,36,2021-02-14
Angèle feat. Roméo Elvis,Tout oublier,22,55,2019-05-05
Angèle,Perdus,2,58,2019-11-17
Angèle,Oui ou non,5,31,2020-01-05
